1,s1,tcp:127.0.0.1:6653,OpenFlow13
2,s2,tcp:127.0.0.1:6653,OpenFlow13
3,s3,tcp:127.0.0.1:6653,OpenFlow13
4,s4,tcp:127.0.0.1:6653,OpenFlow13
